DATAFLOW,LAST UPDATE,freq,citizen,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SE,1996-01-01,5775.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SI,1996-01-01,35.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SK,1996-01-01,415.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,UK,1996-01-01,29640.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,AT,1997-01-01,6720.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,BE,1997-01-01,11790.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,BG,1997-01-01,370.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,CH,1997-01-01,23795.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,CZ,1997-01-01,2110.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,DE,1997-01-01,104355.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,DK,1997-01-01,5100.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,EE,1997-01-01,0.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,EL,1997-01-01,4375.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,ES,1997-01-01,4975.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,FI,1997-01-01,970.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,FR,1997-01-01,21415.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,IE,1997-01-01,3880.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,IT,1997-01-01,1890.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,LT,1997-01-01,240.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,LU,1997-01-01,435.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,MT,1997-01-01,70.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,NL,1997-01-01,34445.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,NO,1997-01-01,2270.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,PL,1997-01-01,3580.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,PT,1997-01-01,250.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,RO,1997-01-01,1425.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SE,1997-01-01,9680.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SI,1997-01-01,70.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SK,1997-01-01,645.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,UK,1997-01-01,32500.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,AT,1998-01-01,13805.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,BE,1998-01-01,21965.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,BG,1998-01-01,835.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,CH,1998-01-01,39885.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,CY,1998-01-01,225.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,CZ,1998-01-01,4085.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,DE,1998-01-01,98645.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,DK,1998-01-01,5700.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,EE,1998-01-01,25.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,EL,1998-01-01,2950.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,ES,1998-01-01,4935.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,FI,1998-01-01,1270.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,FR,1998-01-01,22375.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,HU,1998-01-01,7120.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,IE,1998-01-01,4625.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,IT,1998-01-01,13100.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,LT,1998-01-01,160.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,LU,1998-01-01,1710.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,LV,1998-01-01,35.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,MT,1998-01-01,160.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,NL,1998-01-01,45215.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,NO,1998-01-01,8375.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,PL,1998-01-01,3425.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,PT,1998-01-01,355.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,RO,1998-01-01,1235.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SE,1998-01-01,12840.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SI,1998-01-01,335.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SK,1998-01-01,505.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,UK,1998-01-01,46015.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,AT,1999-01-01,20130.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,BE,1999-01-01,35780.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,BG,1999-01-01,1350.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,CH,1999-01-01,44510.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,CY,1999-01-01,790.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,CZ,1999-01-01,7355.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,DE,1999-01-01,94775.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,DK,1999-01-01,6530.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,EE,1999-01-01,25.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,EL,1999-01-01,1530.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,ES,1999-01-01,8405.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,FI,1999-01-01,3105.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,FR,1999-01-01,30905.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,HU,1999-01-01,11500.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,IE,1999-01-01,7725.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,IT,1999-01-01,18450.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,LT,1999-01-01,145.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,LU,1999-01-01,2930.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,LV,1999-01-01,20.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,MT,1999-01-01,255.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,NL,1999-01-01,39275.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,NO,1999-01-01,10160.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,PL,1999-01-01,3060.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,PT,1999-01-01,305.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,RO,1999-01-01,1665.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SE,1999-01-01,11220.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SI,1999-01-01,745.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SK,1999-01-01,1320.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,UK,1999-01-01,71160.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,AT,2000-01-01,18285.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,BE,2000-01-01,42690.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,BG,2000-01-01,1755.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,CH,2000-01-01,17705.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,CY,2000-01-01,650.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,CZ,2000-01-01,8790.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,DE,2000-01-01,78565.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,DK,2000-01-01,10345.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,EE,2000-01-01,5.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,EL,2000-01-01,3085.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,ES,2000-01-01,7925.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,FI,2000-01-01,3170.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,FR,2000-01-01,38745.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,HU,2000-01-01,7800.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,IE,2000-01-01,10940.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,IT,2000-01-01,15195.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,LT,2000-01-01,305.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,LU,2000-01-01,625.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,LV,2000-01-01,5.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,MT,2000-01-01,160.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,NL,2000-01-01,43895.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,NO,2000-01-01,10845.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,PL,2000-01-01,4660.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,PT,2000-01-01,225.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,RO,2000-01-01,1365.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SE,2000-01-01,16285.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SI,2000-01-01,9245.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SK,2000-01-01,1555.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,UK,2000-01-01,80315.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,AT,2001-01-01,30125.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,BE,2001-01-01,24505.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,BG,2001-01-01,2430.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,CH,2001-01-01,19405.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,CY,2001-01-01,1620.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,CZ,2001-01-01,18095.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,DE,2001-01-01,88285.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,DK,2001-01-01,12510.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,EE,2001-01-01,10.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,EL,2001-01-01,5500.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,ES,2001-01-01,9490.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,FI,2001-01-01,1650.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,FR,2001-01-01,47290.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,HU,2001-01-01,9555.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,IE,2001-01-01,10325.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,IT,2001-01-01,17400.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,LT,2001-01-01,425.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,LU,2001-01-01,685.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,LV,2001-01-01,15.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,MT,2001-01-01,155.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,NL,2001-01-01,32580.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,NO,2001-01-01,14770.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,PL,2001-01-01,4480.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,PT,2001-01-01,235.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,RO,2001-01-01,2280.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SE,2001-01-01,23500.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SI,2001-01-01,1510.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SK,2001-01-01,8150.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,UK,2001-01-01,71365.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,AT,2002-01-01,39355.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,BE,2002-01-01,18800.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,BG,2002-01-01,2890.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,CH,2002-01-01,24430.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,CY,2002-01-01,950.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,CZ,2002-01-01,8485.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,DE,2002-01-01,71125.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,DK,2002-01-01,5945.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,EE,2002-01-01,10.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,EL,2002-01-01,5665.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,ES,2002-01-01,6310.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,FI,2002-01-01,3445.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,FR,2002-01-01,51085.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,HU,2002-01-01,6410.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,IE,2002-01-01,11635.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,IT,2002-01-01,16015.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,LT,2002-01-01,365.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,LU,2002-01-01,1040.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,LV,2002-01-01,25.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,MT,2002-01-01,350.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,NL,2002-01-01,18665.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,NO,2002-01-01,17480.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,PL,2002-01-01,5170.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,PT,2002-01-01,245.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,RO,2002-01-01,1000.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SE,2002-01-01,33015.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SI,2002-01-01,650.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SK,2002-01-01,9745.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,UK,2002-01-01,103080.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,AT,2003-01-01,32360.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,BE,2003-01-01,13585.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,BG,2003-01-01,1320.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,CH,2003-01-01,19545.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,CY,2003-01-01,4405.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,CZ,2003-01-01,11400.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,DE,2003-01-01,50565.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,DK,2003-01-01,4390.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,EE,2003-01-01,15.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,EL,2003-01-01,8180.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,ES,2003-01-01,5765.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,FI,2003-01-01,3090.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,FR,2003-01-01,59770.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,HU,2003-01-01,2400.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,IE,2003-01-01,7485.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,IT,2003-01-01,13705.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,LT,2003-01-01,395.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,LU,2003-01-01,1550.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,LV,2003-01-01,5.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,MT,2003-01-01,455.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,NL,2003-01-01,13400.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,NO,2003-01-01,16020.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,PL,2003-01-01,6810.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,PT,2003-01-01,115.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,RO,2003-01-01,885.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SE,2003-01-01,31355.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SI,2003-01-01,1050.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,SK,2003-01-01,10300.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,UK,2003-01-01,60045.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,AT,2004-01-01,24635.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,BE,2004-01-01,12400.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,BG,2004-01-01,985.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,CH,2004-01-01,13475.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,CY,2004-01-01,9675.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,CZ,2004-01-01,5300.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,DE,2004-01-01,35605.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,DK,2004-01-01,3235.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,EE,2004-01-01,10.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,EL,2004-01-01,4470.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,ES,2004-01-01,5365.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,FI,2004-01-01,3575.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,FR,2004-01-01,58545.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,HU,2004-01-01,1600.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,IE,2004-01-01,4265.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,IT,2004-01-01,9630.0,,
ESTAT:MIGR_ASYCTZ(1.0),12/01/26 11:00:00,A,TOTAL,PER,LT,2004-01-01,165.0,,
